timestamp,voltage,current,active_power,energy_consumption,power_factor,temperature,humidity,light_intensity,building_type,occupancy_level,operational_schedule,electricity_tariff,appliance_category,demand_kWh
1780701461,218.03,13.52,2103.62,471.21,0.99,27.0,79.5,34,Commercial,50,Nighttime,Peak,Lighting,227.54999999999998
1780706621,238.28,17.72,3705.95,833.84,0.84,25.7,66.3,158,Residential,36,Nighttime,Standard,HVAC,616.56
1780711781,222.8,16.42,3397.82,767.91,0.95,30.8,71.1,111,Commercial,93,Nighttime,Peak,Lighting,243.75
1780716941,222.65,16.3,3503.81,795.36,0.82,24.8,71.9,156,Industrial,3,24/7,Standard,Lighting,669.6
1780722101,235.14,6.31,1231.69,280.83,0.82,24.8,54.5,357,Residential,81,Daytime,Off-Peak,HVAC,1186.38
1780727261,214.94,5.32,902.4,206.65,0.92,23.9,68.7,210,Commercial,43,Nighttime,Peak,Lighting,224.4
1780732421,218.89,8.13,1421.41,326.92,0.95,24.3,61.8,521,Residential,31,Nighttime,Standard,Computers,1002.3000000000001
1780737581,236.54,15.5,3245.65,749.75,0.99,33.6,53.8,799,Residential,17,Daytime,Standard,HVAC,1029.6000000000001
1780742741,238.54,11.19,2598.72,602.9,0.88,25.6,62.7,788,Residential,57,Daytime,Off-Peak,Computers,1086.54
1780747901,239.59,7.14,1355.61,315.86,0.8,31.7,69.0,363,Commercial,62,Nighttime,Off-Peak,Lighting,709.1999999999999
1780753061,213.53,2.11,412.17,96.45,0.95,35.2,77.4,254,Residential,17,Nighttime,Standard,Lighting,741.4200000000001
1780758221,214.95,18.49,3643.72,856.27,0.81,35.5,78.7,813,Industrial,7,Nighttime,Peak,Machinery,695.5200000000001
1780763381,217.65,17.35,2710.45,639.67,0.98,27.2,59.9,534,Commercial,25,24/7,Off-Peak,Lighting,574.65
1780768541,225.07,7.02,1244.04,294.84,0.96,29.1,67.4,392,Commercial,61,Daytime,Peak,HVAC,218.7
1780773701,236.51,10.48,2329.23,554.36,0.97,33.7,64.2,99,Industrial,10,Nighttime,Standard,Machinery,599.85
1780778861,225.53,16.58,3075.18,734.97,0.81,28.5,87.0,144,Commercial,85,Daytime,Peak,Machinery,236.7
1780784021,236.57,3.42,753.49,180.84,0.94,33.4,73.5,51,Commercial,66,Daytime,Standard,Computers,230.54999999999998
1780789181,221.23,3.1,555.08,133.77,0.85,31.6,63.6,197,Industrial,22,24/7,Peak,Computers,714.96
1780794341,219.84,4.95,997.41,241.37,0.86,29.3,67.3,137,Residential,83,Daytime,Off-Peak,HVAC,673.26
1780799501,220.44,10.02,2156.44,524.01,0.94,26.2,82.8,178,Residential,39,Nighttime,Off-Peak,Computers,554.4
1780804661,236.44,19.74,3593.76,876.88,0.93,26.7,88.8,119,Residential,44,24/7,Off-Peak,Lighting,625.38
1780809821,219.65,3.52,624.17,152.92,0.89,24.8,74.2,492,Residential,19,Nighttime,Standard,Lighting,965.64
1780814981,214.18,10.49,2201.37,541.54,0.92,26.4,80.6,168,Commercial,16,Nighttime,Standard,Computers,208.65
1780820141,225.02,16.66,3411.94,842.75,0.81,27.0,56.6,938,Residential,75,24/7,Peak,Lighting,1141.92
1780825301,231.44,15.67,2913.79,722.62,0.82,32.1,63.3,933,Residential,12,24/7,Peak,Computers,1016.34
1780830461,234.45,9.26,1812.26,451.25,0.88,28.0,66.9,963,Industrial,4,Nighttime,Standard,Machinery,716.0400000000001
1780835621,234.49,2.89,592.21,148.05,0.81,34.0,76.6,268,Residential,54,24/7,Standard,HVAC,791.1
1780840781,218.36,13.8,2430.65,610.09,0.84,32.1,84.1,779,Commercial,46,Nighttime,Peak,Lighting,611.9999999999999
1780845941,220.33,14.9,2565.28,646.45,0.86,32.5,79.1,968,Industrial,29,Nighttime,Peak,HVAC,699.3000000000001
1780851101,223.45,8.71,1900.94,480.94,0.88,32.2,61.9,457,Residential,52,Nighttime,Off-Peak,Computers,737.6400000000001
1780856261,213.37,3.3,647.89,164.56,0.94,32.6,71.6,107,Residential,39,24/7,Off-Peak,Computers,1024.14
1780861421,216.63,3.63,594.56,151.61,0.98,33.2,74.1,35,Industrial,50,Nighttime,Peak,Lighting,622.8000000000001
1780866581,230.0,13.66,2349.62,601.5,0.83,26.2,56.3,134,Residential,92,Daytime,Standard,HVAC,1262.82
1780871741,226.86,13.01,2457.67,631.62,0.86,30.3,52.7,41,Commercial,44,Daytime,Standard,Computers,227.4
1780876901,220.01,4.95,1045.29,269.68,0.86,26.2,53.5,62,Industrial,45,Daytime,Peak,Computers,915.0
1780882061,227.23,11.58,2254.72,583.97,0.95,30.6,83.6,0,Industrial,58,24/7,Off-Peak,Machinery,862.8
1780887221,238.04,2.81,654.22,170.1,0.81,29.8,83.5,88,Commercial,5,Daytime,Peak,Machinery,302.75
1780892381,223.74,15.97,3199.09,834.96,0.94,26.5,50.2,85,Industrial,39,24/7,Standard,Lighting,898.8
1780897541,232.15,16.06,3007.05,787.85,0.88,33.3,88.7,124,Residential,91,Nighttime,Peak,HVAC,1121.25
1780902701,213.52,9.13,1859.11,488.95,0.83,29.9,75.0,609,Industrial,98,Nighttime,Peak,Lighting,860.0
1780907861,217.73,7.45,1420.55,375.03,0.92,31.7,80.1,227,Commercial,37,Daytime,Standard,Lighting,332.25
1780913021,236.36,17.84,3032.64,803.65,0.97,30.5,77.7,185,Residential,20,Daytime,Standard,HVAC,897.0
1780918181,232.05,19.11,3654.43,972.08,0.86,25.5,59.3,735,Commercial,22,Daytime,Off-Peak,Lighting,1007.25
1780923341,231.44,2.5,571.24,152.52,0.84,26.0,84.6,804,Industrial,80,Nighttime,Standard,HVAC,951.5999999999999
1780928501,238.63,14.64,2547.37,682.7,0.97,34.9,60.0,657,Residential,41,24/7,Peak,Lighting,673.65
1780933661,222.5,4.07,638.29,171.7,0.8,32.4,54.5,292,Industrial,12,24/7,Off-Peak,Lighting,746.4
1780938821,239.04,14.98,2771.05,748.18,0.84,26.5,52.1,998,Residential,63,Nighttime,Off-Peak,Computers,1015.95
1780943981,214.79,8.49,1573.18,426.33,0.82,31.9,82.6,111,Commercial,64,24/7,Standard,HVAC,365.5
1780949141,239.94,17.29,3103.55,844.17,0.89,24.7,75.7,72,Commercial,39,Daytime,Standard,Lighting,357.25
1780954301,221.98,3.86,602.74,164.55,0.93,25.4,63.1,3,Industrial,62,Nighttime,Peak,Machinery,789.0
1780959461,233.09,15.8,2794.38,765.66,0.98,34.6,78.6,126,Industrial,52,24/7,Standard,Machinery,704.5
1780964621,231.23,4.32,813.53,223.72,0.98,29.2,55.8,120,Industrial,97,Nighttime,Peak,Lighting,1042.8
1780969781,225.24,10.63,2015.66,556.32,0.85,29.5,64.8,36,Commercial,47,24/7,Peak,Lighting,350.25
1780974941,218.19,2.79,558.41,154.68,0.82,34.1,87.8,199,Residential,39,Daytime,Peak,HVAC,531.3
1780980101,234.59,17.68,3602.45,1001.48,0.89,30.2,75.3,39,Industrial,44,Daytime,Standard,Lighting,850.1999999999999
1780985261,230.87,7.56,1492.32,416.36,0.85,24.4,75.4,402,Industrial,28,24/7,Standard,HVAC,701.0
1780990421,216.23,4.54,718.48,201.17,0.97,32.4,57.5,141,Commercial,16,24/7,Standard,Machinery,330.75
1780995581,231.02,17.95,3465.94,973.93,0.86,27.5,69.9,182,Industrial,69,Daytime,Peak,HVAC,733.0
1781000741,235.73,12.29,2183.44,615.73,0.82,26.3,66.3,938,Industrial,86,Daytime,Standard,Computers,822.5
1781005901,236.9,10.69,2029.76,574.42,0.85,29.8,63.3,398,Residential,69,Nighttime,Peak,Lighting,718.2
1781011061,221.2,13.94,2582.32,733.38,0.84,31.0,85.0,180,Commercial,81,24/7,Standard,Machinery,1139.25
1781016221,211.83,13.96,2729.7,777.96,0.84,28.3,52.9,392,Industrial,55,24/7,Peak,Machinery,926.4
1781021381,214.37,9.14,1579.66,451.78,0.98,29.3,83.2,645,Residential,34,Daytime,Off-Peak,Machinery,650.25
1781026541,234.71,17.77,3826.26,1098.14,0.95,34.1,77.6,890,Industrial,43,Nighttime,Off-Peak,Lighting,685.0
1781031701,215.96,11.98,2552.61,735.15,0.88,35.3,62.0,139,Residential,33,Daytime,Off-Peak,Machinery,918.45
1781036861,239.45,17.91,3161.59,913.7,0.98,28.8,60.2,109,Industrial,70,Nighttime,Standard,Lighting,753.0
1781042021,235.63,15.75,3319.85,962.76,0.87,32.6,78.0,7,Industrial,80,Daytime,Standard,Computers,813.5
1781047181,238.93,13.32,2972.62,865.03,0.8,26.5,87.9,25,Industrial,44,24/7,Off-Peak,Machinery,848.4
1781052341,235.7,8.49,1683.53,491.59,0.83,27.9,80.7,153,Commercial,34,Nighttime,Standard,Machinery,349.75
1781057501,231.19,18.81,3779.44,1107.38,0.81,25.6,55.3,168,Residential,58,Nighttime,Standard,HVAC,559.3
1781062661,210.2,18.98,3569.75,1049.51,0.87,25.9,56.6,18,Industrial,38,24/7,Standard,Machinery,852.6
1781067821,227.97,13.56,3044.95,898.26,0.87,30.3,78.4,125,Commercial,32,Daytime,Standard,Lighting,334.0
1781072981,214.89,12.14,2400.01,710.4,0.88,30.3,55.0,814,Commercial,95,Nighttime,Off-Peak,Lighting,441.75
1781078141,214.66,8.35,1386.6,411.82,0.84,34.4,57.7,155,Residential,66,24/7,Peak,Lighting,964.6
1781083301,218.28,16.38,3257.07,970.61,0.9,33.9,87.5,145,Residential,34,24/7,Peak,HVAC,932.75
1781088461,237.6,12.93,2395.12,716.14,0.89,25.1,51.1,608,Commercial,18,Daytime,Standard,Computers,323.5
1781093621,216.63,5.69,1109.57,332.87,0.8,27.9,67.8,327,Residential,23,Daytime,Peak,Lighting,596.25
1781098781,237.02,6.53,1274.9,383.74,0.81,27.5,89.1,871,Residential,66,Nighttime,Off-Peak,HVAC,708.3000000000001
1781103941,215.76,5.11,1022.12,308.68,0.94,26.8,60.3,120,Industrial,95,Daytime,Standard,HVAC,1049.3999999999999
1781109101,213.23,2.05,378.95,114.82,0.85,29.8,86.1,734,Residential,82,24/7,Standard,Machinery,713.7
1781114261,220.75,11.85,2318.59,704.85,0.93,30.7,77.1,440,Residential,94,Nighttime,Peak,Machinery,1067.95
1781119421,239.39,16.98,3933.46,1199.71,0.93,30.2,83.1,111,Residential,100,Nighttime,Standard,Computers,1080.3
1781124581,220.76,16.98,2721.38,832.74,0.85,28.5,79.2,147,Industrial,82,Daytime,Peak,Lighting,863.5
1781129741,233.08,18.71,3970.42,1218.92,0.83,29.1,66.3,126,Industrial,61,Nighttime,Peak,Machinery,768.0
1781134901,226.96,18.41,3755.32,1156.64,0.87,34.1,55.8,141,Residential,21,24/7,Off-Peak,Computers,502.24999999999994
1781140061,218.65,15.74,3183.99,983.85,0.95,27.7,69.6,6,Residential,65,24/7,Off-Peak,Computers,530.6
1781145221,237.04,13.84,3167.08,981.79,0.87,24.7,83.0,102,Industrial,15,Daytime,Off-Peak,Computers,831.0
1781150381,233.61,9.21,1779.98,553.57,0.84,27.3,80.1,135,Commercial,9,Nighttime,Off-Peak,Lighting,323.0
1781155541,228.95,15.45,2543.48,793.57,0.91,27.6,55.6,303,Residential,18,24/7,Standard,Computers,928.85
1781160701,223.08,19.47,3401.33,1064.62,0.83,26.3,60.6,141,Residential,21,24/7,Peak,Machinery,897.0
1781165861,239.3,3.13,653.29,205.13,0.95,27.2,82.5,604,Industrial,50,Nighttime,Off-Peak,Lighting,710.5
1781171021,228.54,6.75,1111.06,349.98,0.8,27.7,55.6,995,Residential,64,Daytime,Peak,HVAC,995.8000000000001
1781176181,230.45,12.11,2657.14,839.66,0.83,26.7,86.6,391,Industrial,1,24/7,Off-Peak,Lighting,735.0
1781181341,222.12,6.79,1232.59,390.73,0.92,25.9,75.4,893,Commercial,75,24/7,Off-Peak,Machinery,1278.0
1781186501,224.02,4.68,840.91,267.41,0.87,30.8,75.1,196,Commercial,97,Nighttime,Peak,Lighting,1230.75
1781191661,239.57,7.68,1404.08,447.9,0.94,31.8,64.1,993,Residential,74,Nighttime,Off-Peak,Lighting,770.4
1781196821,212.44,14.55,2776.32,888.42,0.91,33.1,67.5,316,Industrial,11,Daytime,Off-Peak,Machinery,789.0
1781201981,231.53,18.13,4133.54,1326.87,0.82,31.4,73.5,140,Industrial,84,Nighttime,Standard,Lighting,829.0
1781207141,220.52,8.14,1433.52,461.59,0.83,34.2,85.2,53,Residential,76,24/7,Peak,Computers,1091.3500000000001
1781212301,225.65,7.59,1302.77,420.79,0.99,32.7,89.3,29,Residential,60,Nighttime,Off-Peak,Computers,1001.0
1781217461,233.09,13.26,2989.11,968.47,0.9,25.2,77.8,166,Residential,39,24/7,Off-Peak,Computers,949.65
1781222621,234.98,7.7,1511.91,491.37,0.83,32.0,86.7,159,Residential,80,Daytime,Standard,Machinery,605.5
1781227781,217.9,16.01,3441.31,1121.87,0.81,24.3,69.0,174,Industrial,80,Nighttime,Off-Peak,Lighting,1005.0
1781232941,231.74,9.36,1707.42,558.33,0.88,30.2,65.1,62,Commercial,97,Daytime,Peak,Lighting,451.5
1781238101,214.77,6.06,1122.28,368.11,0.87,24.2,83.3,13,Commercial,9,Nighttime,Off-Peak,Machinery,364.25
1781243261,238.87,15.57,2940.63,967.47,0.83,29.4,64.4,663,Commercial,88,24/7,Peak,Machinery,425.0
1781248421,215.72,17.53,2765.15,912.5,0.85,33.7,86.9,616,Commercial,65,Nighttime,Off-Peak,Computers,388.75
1781253581,239.46,5.73,1252.86,414.7,0.91,24.0,70.4,543,Residential,69,24/7,Peak,Computers,1082.9
1781258741,211.06,16.87,2994.1,994.04,0.92,33.8,66.7,115,Commercial,79,Nighttime,Peak,Lighting,419.75
1781263901,225.53,3.87,827.12,275.43,0.9,28.0,75.4,195,Industrial,52,24/7,Standard,Computers,979.1999999999999
1781269061,226.51,14.06,2828.49,944.72,0.81,28.9,81.1,751,Commercial,63,Nighttime,Standard,Lighting,1236.75
1781274221,229.94,7.17,1421.23,476.11,0.89,31.5,73.4,121,Commercial,57,Nighttime,Peak,Machinery,1191.0
1781279381,231.52,17.21,2879.19,967.41,0.91,29.6,54.4,924,Commercial,73,24/7,Standard,Computers,1152.75
1781284541,219.5,13.67,2526.71,851.5,0.84,30.6,71.9,354,Residential,74,Nighttime,Peak,Computers,1105.0
1781289701,229.63,9.1,1900.31,642.3,0.94,26.8,84.7,50,Commercial,74,Daytime,Standard,HVAC,414.75
1781294861,220.71,5.39,858.77,291.12,0.86,29.9,53.6,142,Industrial,74,Daytime,Peak,Lighting,769.0
1781300021,221.15,13.81,2704.95,919.68,0.85,29.2,65.1,83,Residential,58,Nighttime,Standard,Machinery,1061.45
1781305181,238.71,15.09,2827.17,964.06,0.88,31.8,52.8,138,Residential,20,Nighttime,Off-Peak,Machinery,884.0
1781310341,225.08,12.7,2134.3,729.93,0.87,26.0,50.2,23,Commercial,97,Daytime,Off-Peak,HVAC,263.84999999999997
1781315501,223.8,11.6,1945.92,667.45,0.9,33.0,74.8,123,Industrial,89,Nighttime,Off-Peak,Lighting,966.6
1781320661,229.06,7.92,1406.72,483.91,0.83,26.3,82.6,113,Residential,24,24/7,Off-Peak,HVAC,645.54
1781325821,219.48,9.14,1576.45,543.88,0.88,26.3,76.1,161,Industrial,40,Nighttime,Standard,Computers,768.96
1781330981,231.46,18.06,3550.91,1228.61,0.92,28.6,77.4,440,Commercial,30,Nighttime,Standard,Machinery,221.25
1781336141,231.59,11.64,2664.43,924.56,0.88,32.6,54.7,298,Industrial,12,Nighttime,Off-Peak,Computers,639.9
1781341301,232.4,4.38,870.72,303.01,0.9,28.4,68.1,655,Commercial,100,Daytime,Peak,Machinery,253.95
1781346461,237.5,3.51,779.89,272.18,0.8,26.9,62.8,419,Commercial,42,Nighttime,Off-Peak,Lighting,229.2
1781351621,226.82,18.36,3813.17,1334.61,0.96,32.1,63.4,296,Industrial,87,24/7,Off-Peak,HVAC,920.7
1781356781,226.58,9.53,2037.19,715.05,0.84,26.0,88.8,141,Commercial,43,Daytime,Standard,Computers,702.9
1781361941,227.64,8.42,1618.4,569.68,0.94,30.8,88.8,276,Industrial,76,Nighttime,Peak,Lighting,847.2600000000001
1781367101,225.95,13.83,2391.46,844.19,0.94,30.7,78.1,139,Industrial,31,Daytime,Off-Peak,HVAC,811.08
1781372261,226.67,3.75,802.05,283.93,0.85,30.6,55.7,524,Commercial,46,24/7,Standard,Computers,240.45
1781377421,216.4,9.87,1837.97,652.48,0.98,25.4,75.1,155,Industrial,8,Daytime,Standard,Lighting,643.5
1781382581,232.48,5.94,1203.73,428.53,0.9,32.0,73.6,37,Residential,98,Daytime,Standard,Machinery,1384.5
1781387741,236.25,13.91,3245.34,1158.59,0.8,34.4,80.9,185,Residential,84,24/7,Off-Peak,Machinery,1352.52
1781392901,239.99,16.97,3566.19,1276.7,0.97,30.5,50.7,76,Residential,46,Daytime,Standard,Computers,685.86
1781398061,239.49,14.84,2570.37,922.76,0.9,28.5,64.2,77,Residential,84,Daytime,Standard,Machinery,724.0799999999999
1781403221,233.81,5.23,882.22,317.6,0.99,30.7,87.4,19,Commercial,58,Nighttime,Off-Peak,Lighting,245.54999999999998
1781408381,217.55,18.21,3875.65,1399.11,0.83,33.3,59.2,153,Industrial,69,24/7,Peak,Computers,876.96
1781413541,210.42,11.19,2060.1,745.76,0.96,34.1,53.5,279,Industrial,79,Nighttime,Off-Peak,Computers,788.85
1781418701,218.15,10.82,1776.35,644.82,0.89,25.2,69.3,130,Residential,34,Daytime,Peak,Lighting,1146.6000000000001
1781423861,221.16,16.78,2719.78,990.0,0.89,32.0,72.2,257,Residential,77,Nighttime,Peak,Machinery,1290.9
1781429021,233.86,12.45,2746.03,1002.3,0.95,32.0,51.1,809,Residential,98,24/7,Standard,Lighting,1424.28
1781434181,212.46,6.75,1132.37,414.45,0.8,24.5,83.1,497,Residential,36,Daytime,Peak,HVAC,1201.98
1781439341,220.56,5.38,1044.3,383.26,0.89,27.5,81.6,775,Industrial,49,24/7,Peak,Lighting,820.8000000000001
1781444501,222.6,14.63,2759.07,1015.34,0.95,30.5,71.6,654,Industrial,33,Nighttime,Standard,Computers,778.1400000000001
1781449661,223.85,10.0,1702.72,628.3,0.87,27.3,55.6,471,Residential,69,Nighttime,Off-Peak,Computers,834.84
1781454821,238.66,16.39,3408.9,1261.29,0.81,30.2,63.4,553,Residential,23,24/7,Standard,Machinery,838.62
1781459981,230.71,19.33,3713.11,1377.56,0.84,30.9,87.2,754,Commercial,20,24/7,Peak,Computers,204.0
1781465141,210.93,13.19,2229.91,829.53,0.86,32.2,87.9,36,Residential,64,Daytime,Peak,Lighting,1294.02
1781470301,219.02,14.79,2824.56,1053.56,0.95,32.8,58.0,127,Commercial,67,Nighttime,Standard,Lighting,248.7
1781475461,218.73,3.66,692.49,258.99,0.83,27.4,82.5,62,Residential,83,Nighttime,Peak,HVAC,1301.82
1781480621,222.2,3.14,688.38,258.14,0.88,34.1,63.0,61,Residential,44,Daytime,Standard,HVAC,554.4
1781485781,236.17,15.21,3375.84,1269.32,0.96,28.9,79.8,161,Commercial,98,24/7,Standard,Computers,454.25
1781490941,231.12,16.4,3598.15,1356.5,0.83,29.1,72.7,45,Commercial,12,24/7,Off-Peak,HVAC,341.5
1781496101,212.53,11.24,2323.28,878.2,0.96,31.9,88.7,168,Industrial,37,24/7,Standard,Computers,923.4
1781501261,237.75,6.44,1186.85,449.82,0.89,28.1,69.0,426,Residential,29,Nighttime,Standard,HVAC,994.5
1781506421,238.2,3.3,775.53,294.7,0.98,26.7,61.1,632,Residential,33,Nighttime,Off-Peak,Computers,974.35
1781511581,228.14,17.28,2945.25,1122.14,0.94,23.8,89.7,265,Commercial,77,Daytime,Standard,HVAC,436.0
1781516741,218.27,15.01,2839.92,1084.85,0.98,28.3,61.9,586,Residential,99,Nighttime,Peak,Machinery,1119.95
1781521901,236.19,19.37,3243.62,1242.31,0.85,32.6,86.8,952,Commercial,62,24/7,Standard,Computers,1243.5
1781527061,223.08,9.66,2121.33,814.59,0.91,27.6,80.7,738,Residential,77,Daytime,Peak,Lighting,794.25
1781532221,238.87,13.48,2605.89,1003.27,0.98,28.7,70.5,461,Industrial,98,Nighttime,Standard,HVAC,1093.2
1781537381,227.94,3.79,685.6,264.64,0.89,33.1,87.8,348,Industrial,33,Nighttime,Standard,HVAC,943.8
1781542541,224.78,14.62,2756.97,1066.95,0.97,24.8,85.5,150,Commercial,62,Nighttime,Off-Peak,Lighting,1281.0
1781547701,230.35,13.91,2965.12,1150.47,0.81,26.0,65.2,187,Industrial,65,Daytime,Off-Peak,Lighting,843.5
1781552861,222.01,19.66,4147.38,1613.33,0.88,29.4,76.9,1,Residential,40,Nighttime,Off-Peak,HVAC,1055.6000000000001
1781558021,226.71,7.26,1375.88,536.59,0.85,27.3,65.3,153,Industrial,11,Nighttime,Standard,Lighting,720.5
1781563181,234.63,6.93,1278.14,499.75,0.84,30.3,69.0,150,Residential,80,Daytime,Standard,Computers,1171.3
1781568341,214.74,17.03,2946.9,1155.18,0.84,25.3,85.2,37,Residential,58,Daytime,Off-Peak,HVAC,554.75
1781573501,234.11,3.03,621.72,244.34,0.97,31.0,60.3,80,Industrial,48,Daytime,Peak,Computers,915.6
1781578661,214.92,19.92,3364.82,1325.74,0.86,33.2,63.7,67,Industrial,15,Nighttime,Peak,HVAC,904.1999999999999
1781583821,224.25,12.34,2613.07,1032.16,0.83,24.0,59.6,20,Residential,74,24/7,Off-Peak,Machinery,610.4
1781588981,230.74,19.82,3969.8,1572.04,0.84,29.7,54.4,513,Commercial,23,Nighttime,Peak,Lighting,374.25
1781594141,232.52,6.78,1424.97,565.71,0.82,32.0,51.7,406,Industrial,63,Daytime,Peak,Computers,851.0
1781599301,224.06,18.35,3762.3,1497.4,0.82,31.0,73.8,990,Commercial,72,Daytime,Standard,Machinery,442.75
1781604461,217.96,12.96,2635.49,1051.56,0.86,29.7,76.1,784,Residential,61,24/7,Peak,Lighting,1019.2
1781609621,227.67,14.86,3146.72,1258.69,0.85,27.3,88.8,785,Industrial,72,24/7,Standard,HVAC,993.0
1781614781,212.62,15.01,2896.24,1161.39,0.98,34.5,62.5,883,Commercial,64,24/7,Standard,Computers,1284.0
1781619941,227.42,10.86,2425.42,975.02,0.82,35.0,51.4,839,Industrial,91,Nighttime,Peak,Lighting,1015.8
1781625101,231.04,4.72,1050.45,423.33,0.91,30.8,75.1,152,Industrial,79,24/7,Off-Peak,Machinery,979.1999999999999
1781630261,211.06,8.05,1450.52,586.01,0.92,32.8,62.2,646,Industrial,65,24/7,Standard,HVAC,881.5
1781635421,235.26,17.74,3439.53,1393.01,0.84,34.9,60.6,19,Residential,27,24/7,Peak,Computers,1002.3000000000001
1781640581,228.86,17.65,3628.07,1473.0,0.86,30.3,58.7,164,Industrial,40,Daytime,Off-Peak,Lighting,827.5
1781645741,213.98,8.86,1709.04,695.58,0.96,31.7,61.1,16,Commercial,98,Daytime,Peak,Machinery,463.0
1781650901,219.83,4.07,846.61,345.42,0.81,27.0,61.1,197,Commercial,68,24/7,Off-Peak,HVAC,408.75
1781656061,234.41,2.99,610.23,249.58,0.89,23.9,75.5,15,Industrial,95,Nighttime,Peak,Machinery,1083.6
1781661221,212.46,13.04,2340.33,959.54,0.86,33.5,75.5,121,Industrial,38,Nighttime,Peak,HVAC,993.0
1781666381,224.76,11.61,1908.33,784.32,0.84,29.8,63.0,50,Residential,13,24/7,Off-Peak,Machinery,543.9
1781671541,220.73,16.79,3609.73,1487.21,0.83,28.7,55.9,99,Industrial,14,Daytime,Peak,Computers,921.0
1781676701,228.02,11.98,2494.66,1030.29,0.97,25.6,89.7,157,Residential,39,Nighttime,Off-Peak,Lighting,973.7
1781681861,239.88,2.75,504.07,208.68,0.86,33.5,78.8,214,Residential,26,Daytime,Peak,Computers,983.45
1781687021,225.29,13.33,2727.42,1131.88,0.8,26.6,58.1,742,Commercial,54,Daytime,Peak,Computers,426.5
1781692181,221.34,11.41,1864.89,775.79,0.86,31.8,78.9,356,Commercial,66,24/7,Peak,Computers,423.25
1781697341,236.63,11.4,2117.36,882.94,0.84,29.2,77.4,539,Commercial,92,Nighttime,Peak,Computers,1338.0
1781702501,235.97,11.85,2375.8,993.08,0.9,30.8,72.8,301,Commercial,50,24/7,Peak,Lighting,1262.25
1781707661,220.73,19.6,4187.64,1754.62,0.84,30.8,74.5,771,Residential,77,Daytime,Peak,Machinery,767.7
1781712821,231.31,19.17,3846.01,1615.32,0.86,34.8,60.9,180,Industrial,21,Nighttime,Peak,Machinery,857.4
1781717981,228.42,3.29,707.58,297.89,0.82,25.4,64.8,844,Commercial,42,Daytime,Standard,HVAC,397.5
1781723141,237.73,8.38,1619.26,683.33,0.87,27.0,72.0,80,Commercial,66,Nighttime,Standard,Computers,398.25
1781728301,231.86,3.03,694.42,293.74,0.92,33.9,89.8,9,Residential,52,24/7,Peak,Lighting,1012.7
1781733461,231.49,15.27,3129.07,1326.73,0.88,29.9,60.7,4,Commercial,65,Nighttime,Off-Peak,Computers,399.25
1781738621,212.86,13.58,2367.29,1006.1,0.93,29.4,82.1,193,Industrial,65,24/7,Off-Peak,HVAC,1038.0
1781743781,219.45,11.21,1942.76,827.62,0.9,28.0,86.0,95,Industrial,32,Nighttime,Standard,HVAC,977.4
1781748941,219.76,16.8,3521.96,1503.88,0.95,32.2,60.7,129,Industrial,63,Nighttime,Standard,Computers,1052.3999999999999
1781754101,229.23,19.32,3140.58,1344.17,0.83,33.7,77.2,140,Industrial,75,24/7,Peak,Lighting,1029.0
1781759261,212.61,19.24,3312.09,1420.89,0.84,28.2,66.0,742,Industrial,86,Daytime,Off-Peak,HVAC,852.0
1781764421,221.08,10.42,1850.6,795.76,0.96,25.4,88.2,979,Industrial,9,24/7,Off-Peak,HVAC,761.5
1781769581,218.62,16.26,2710.02,1168.02,0.96,32.4,50.5,876,Industrial,26,Daytime,Off-Peak,Lighting,780.0
1781774741,224.38,16.9,3601.22,1555.73,0.9,34.3,66.0,567,Residential,1,Nighttime,Peak,Machinery,906.75
1781779901,226.96,19.65,3684.93,1595.57,0.88,23.6,71.8,792,Residential,24,24/7,Standard,Machinery,1025.7
1781785061,236.4,5.62,1288.25,559.1,0.89,32.9,69.9,977,Residential,13,24/7,Off-Peak,Machinery,684.45
1781790221,230.31,11.06,2090.27,909.27,0.9,27.6,74.8,931,Commercial,31,Daytime,Off-Peak,Machinery,1125.0
1781795381,239.61,8.07,1641.2,715.56,0.87,31.0,87.0,568,Commercial,74,Nighttime,Standard,Computers,1260.75
1781800541,216.36,14.13,2975.68,1300.37,0.88,26.3,51.4,884,Industrial,5,Nighttime,Standard,Computers,813.6
1781805701,218.37,16.04,3280.56,1436.89,0.9,27.5,75.8,166,Residential,58,24/7,Peak,Machinery,1066.65
1781810861,218.68,5.57,916.18,402.2,0.95,34.8,79.4,122,Industrial,42,24/7,Off-Peak,Computers,849.0
1781816021,232.7,10.86,1770.34,778.95,0.82,26.4,89.8,87,Commercial,47,24/7,Off-Peak,HVAC,397.25
1781821181,232.95,11.42,1877.42,827.94,0.91,30.4,88.0,171,Residential,88,Daytime,Standard,HVAC,1136.2
1781826341,237.86,14.89,2735.54,1209.11,0.86,33.5,57.6,101,Industrial,96,24/7,Standard,HVAC,1110.6
1781831501,226.34,19.77,3827.67,1695.66,0.95,29.4,79.1,69,Industrial,98,Nighttime,Off-Peak,HVAC,1100.3999999999999
1781836661,218.01,7.16,1380.44,612.92,0.97,28.3,80.9,151,Commercial,44,Daytime,Peak,HVAC,409.75
1781841821,214.11,15.98,2457.42,1093.55,0.88,30.0,65.5,168,Industrial,60,24/7,Off-Peak,Lighting,988.8
1781846981,218.44,6.94,1122.11,500.46,0.98,32.5,86.1,995,Industrial,41,24/7,Standard,HVAC,768.5
